investor_id,max_gap_days,at_risk
INV001300,127.0,True
INV001301,232.0,True
INV001302,,False
INV001303,209.0,True
INV001304,114.0,True
INV001305,42.0,True
INV001306,92.0,True
INV001307,301.0,True
INV001308,147.0,True
INV001309,,False
INV001310,180.0,True
INV001311,192.0,True
INV001312,108.0,True
INV001313,163.0,True
INV001314,130.0,True
INV001315,124.0,True
INV001316,166.0,True
INV001317,96.0,True
INV001318,150.0,True
INV001319,76.0,True
INV001320,163.0,True
INV001321,129.0,True
INV001322,136.0,True
INV001323,,False
INV001324,34.0,False
INV001325,174.0,True
INV001326,182.0,True
INV001327,501.0,True
INV001328,208.0,True
INV001329,97.0,True
INV001330,94.0,True
INV001331,100.0,True
INV001332,168.0,True
INV001333,185.0,True
INV001334,112.0,True
INV001335,209.0,True
INV001336,198.0,True
INV001337,167.0,True
INV001338,165.0,True
INV001339,,False
INV001340,287.0,True
INV001341,202.0,True
INV001342,255.0,True
INV001343,88.0,True
INV001344,225.0,True
INV001345,157.0,True
INV001346,205.0,True
INV001347,265.0,True
INV001348,121.0,True
INV001349,87.0,True
INV001350,287.0,True
INV001351,144.0,True
INV001352,139.0,True
INV001353,134.0,True
INV001354,150.0,True
INV001355,128.0,True
INV001356,109.0,True
INV001357,92.0,True
INV001358,,False
INV001359,143.0,True
INV001360,,False
INV001361,93.0,True
INV001362,37.0,True
INV001363,125.0,True
INV001364,126.0,True
INV001365,105.0,True
INV001366,98.0,True
INV001367,222.0,True
INV001368,42.0,True
INV001369,131.0,True
INV001370,164.0,True
INV001371,120.0,True
INV001372,199.0,True
INV001373,154.0,True
INV001374,101.0,True
INV001375,176.0,True
INV001376,181.0,True
INV001377,113.0,True
INV001378,128.0,True
INV001379,74.0,True
INV001380,105.0,True
INV001381,,False
INV001382,201.0,True
INV001383,117.0,True
INV001384,149.0,True
INV001385,305.0,True
INV001386,133.0,True
INV001387,130.0,True
INV001388,124.0,True
INV001389,158.0,True
INV001390,201.0,True
INV001391,177.0,True
INV001392,99.0,True
INV001393,181.0,True
INV001394,136.0,True
INV001395,151.0,True
INV001396,169.0,True
INV001397,124.0,True
INV001398,131.0,True
INV001399,160.0,True
INV001400,122.0,True
INV001401,102.0,True
INV001402,151.0,True
INV001403,54.0,True
INV001404,129.0,True
INV001405,288.0,True
INV001406,128.0,True
INV001407,116.0,True
INV001408,46.0,True
INV001409,60.0,True
INV001410,118.0,True
INV001411,151.0,True
INV001412,81.0,True
INV001413,125.0,True
INV001414,293.0,True
INV001415,173.0,True
INV001416,303.0,True
INV001417,128.0,True
INV001418,187.0,True
INV001419,110.0,True
INV001420,172.0,True
INV001421,164.0,True
INV001422,296.0,True
INV001423,89.0,True
INV001424,156.0,True
INV001425,445.0,True
INV001426,,False
INV001427,,False
INV001428,76.0,True
INV001429,240.0,True
INV001430,,False
INV001431,98.0,True
INV001432,109.0,True
INV001433,307.0,True
INV001434,178.0,True
INV001435,36.0,True
INV001436,234.0,True
INV001437,203.0,True
INV001438,,False
INV001439,104.0,True
INV001440,80.0,True
INV001441,60.0,True
INV001442,238.0,True
INV001443,82.0,True
INV001444,54.0,True
INV001445,78.0,True
INV001446,139.0,True
INV001447,257.0,True
INV001448,96.0,True
INV001449,126.0,True
INV001450,173.0,True
INV001451,,False
INV001452,140.0,True
INV001453,157.0,True
INV001454,176.0,True
INV001455,133.0,True
INV001456,84.0,True
INV001457,99.0,True
INV001458,101.0,True
INV001459,232.0,True
INV001460,95.0,True
INV001461,43.0,True
INV001462,209.0,True
INV001463,192.0,True
INV001464,,False
INV001465,109.0,True
INV001466,82.0,True
INV001467,176.0,True
INV001468,222.0,True
INV001469,163.0,True
INV001470,144.0,True
INV001471,,False
INV001472,139.0,True
INV001473,257.0,True
INV001474,202.0,True
INV001475,131.0,True
INV001476,309.0,True
INV001477,88.0,True
INV001478,200.0,True
INV001479,110.0,True
INV001480,157.0,True
INV001481,115.0,True
INV001482,212.0,True
INV001483,179.0,True
INV001484,179.0,True
INV001485,150.0,True
INV001486,62.0,True
INV001487,112.0,True
INV001488,139.0,True
INV001489,162.0,True
INV001490,,False
INV001491,245.0,True
INV001492,149.0,True
INV001493,250.0,True
INV001494,254.0,True
INV001495,16.0,False
INV001496,165.0,True
INV001497,138.0,True
INV001498,96.0,True
INV001499,85.0,True
INV001500,205.0,True
INV001501,106.0,True
INV001502,379.0,True
INV001503,108.0,True
INV001504,134.0,True
INV001505,205.0,True
INV001506,213.0,True
INV001507,77.0,True
INV001508,131.0,True
INV001509,,False
INV001510,105.0,True
INV001511,47.0,True
INV001512,122.0,True
INV001513,95.0,True
INV001514,72.0,True
INV001515,135.0,True
INV001516,169.0,True
INV001517,83.0,True
INV001518,106.0,True
INV001519,79.0,True
INV001520,284.0,True
INV001521,207.0,True
INV001522,194.0,True
INV001523,,False
INV001524,149.0,True
INV001525,103.0,True
INV001526,73.0,True
INV001527,237.0,True
INV001528,104.0,True
INV001529,389.0,True
INV001530,115.0,True
INV001531,139.0,True
INV001532,97.0,True
INV001533,168.0,True
INV001534,206.0,True
INV001535,373.0,True
INV001536,106.0,True
INV001537,226.0,True
INV001538,141.0,True
INV001539,306.0,True
INV001540,325.0,True
INV001541,,False
INV001542,119.0,True
INV001543,98.0,True
INV001544,95.0,True
INV001545,198.0,True
INV001546,351.0,True
INV001547,119.0,True
INV001548,197.0,True
INV001549,80.0,True
INV001550,110.0,True
INV001551,138.0,True
INV001552,45.0,True
INV001553,77.0,True
INV001554,5.0,False
INV001555,136.0,True
INV001556,128.0,True
INV001557,350.0,True
INV001558,114.0,True
INV001559,,False
INV001560,357.0,True
INV001561,198.0,True
INV001562,143.0,True
INV001563,194.0,True
INV001564,102.0,True
INV001565,209.0,True
INV001566,256.0,True
INV001567,112.0,True
INV001568,,False
INV001569,313.0,True
INV001570,185.0,True
INV001571,107.0,True
INV001572,,False
INV001573,109.0,True
INV001574,106.0,True
INV001575,112.0,True
INV001576,115.0,True
INV001577,,False
INV001578,144.0,True
INV001579,115.0,True
INV001580,122.0,True
INV001581,197.0,True
INV001582,,False
INV001583,126.0,True
INV001584,211.0,True
INV001585,177.0,True
INV001586,164.0,True
INV001587,144.0,True
INV001588,137.0,True
INV001589,,False
INV001590,185.0,True
INV001591,107.0,True
INV001592,50.0,True
INV001593,214.0,True
INV001594,198.0,True
INV001595,116.0,True
INV001596,183.0,True
INV001597,105.0,True
INV001598,110.0,True
INV001599,133.0,True
INV001600,196.0,True
INV001601,179.0,True
INV001602,115.0,True
INV001603,93.0,True
INV001604,72.0,True
INV001605,114.0,True
INV001606,119.0,True
INV001607,453.0,True
INV001608,106.0,True
INV001609,143.0,True
INV001610,,False
INV001611,130.0,True
INV001612,119.0,True
INV001613,90.0,True
INV001614,135.0,True
INV001615,107.0,True
INV001616,117.0,True
INV001617,11.0,False
INV001618,201.0,True
INV001619,114.0,True
INV001620,110.0,True
INV001621,232.0,True
INV001622,196.0,True
INV001623,111.0,True
INV001624,80.0,True
INV001625,111.0,True
INV001626,189.0,True
INV001627,149.0,True
INV001628,71.0,True
INV001629,83.0,True
INV001630,62.0,True
INV001631,97.0,True
INV001632,87.0,True
INV001633,,False
INV001634,49.0,True
INV001635,105.0,True
INV001636,114.0,True
INV001637,129.0,True
INV001638,151.0,True
INV001639,135.0,True
INV001640,90.0,True
INV001641,142.0,True
INV001642,168.0,True
INV001643,108.0,True
INV001644,89.0,True
INV001645,116.0,True
INV001646,250.0,True
INV001647,,False
INV001648,120.0,True
INV001649,120.0,True
INV001650,193.0,True
INV001651,130.0,True
INV001652,76.0,True
INV001653,110.0,True
INV001654,137.0,True
INV001655,197.0,True
INV001656,246.0,True
INV001657,,False
INV001658,131.0,True
INV001659,41.0,True
INV001660,192.0,True
INV001661,153.0,True
INV001662,154.0,True
INV001663,123.0,True
INV001664,349.0,True
INV001665,125.0,True
INV001666,125.0,True
INV001667,,False
INV001668,188.0,True
INV001669,175.0,True
INV001670,94.0,True
INV001671,225.0,True
INV001672,130.0,True
INV001673,181.0,True
INV001674,144.0,True
INV001675,,False
INV001676,205.0,True
INV001677,263.0,True
INV001678,100.0,True
INV001679,241.0,True
INV001680,161.0,True
INV001681,330.0,True
INV001682,,False
INV001683,186.0,True
INV001684,240.0,True
INV001685,44.0,True
INV001686,248.0,True
INV001687,227.0,True
INV001688,233.0,True
INV001689,125.0,True
INV001690,114.0,True
INV001691,190.0,True
INV001692,123.0,True
INV001693,228.0,True
INV001694,144.0,True
INV001695,33.0,False
INV001696,149.0,True
INV001697,174.0,True
INV001698,,False
INV001699,126.0,True
INV001700,,False
INV001701,120.0,True
INV001702,199.0,True
INV001703,,False
INV001704,,False
INV001705,162.0,True
INV001706,115.0,True
INV001707,165.0,True
INV001708,297.0,True
INV001709,69.0,True
INV001710,182.0,True
INV001711,189.0,True
INV001712,103.0,True
INV001713,87.0,True
INV001714,247.0,True
INV001715,188.0,True
INV001716,113.0,True
INV001717,204.0,True
INV001718,146.0,True
INV001719,121.0,True
INV001720,169.0,True
INV001721,208.0,True
INV001722,169.0,True
INV001723,300.0,True
INV001724,116.0,True
INV001725,119.0,True
INV001726,164.0,True
INV001727,204.0,True
INV001728,131.0,True
INV001729,150.0,True
INV001730,17.0,False
INV001731,310.0,True
INV001732,223.0,True
INV001733,207.0,True
INV001734,187.0,True
INV001735,234.0,True
INV001736,130.0,True
INV001737,174.0,True
INV001738,137.0,True
INV001739,67.0,True
INV001740,155.0,True
INV001741,201.0,True
INV001742,111.0,True
INV001743,176.0,True
INV001744,90.0,True
INV001745,288.0,True
INV001746,130.0,True
INV001747,252.0,True
INV001748,115.0,True
INV001749,,False
INV001750,286.0,True
INV001751,70.0,True
INV001752,91.0,True
INV001753,128.0,True
INV001754,282.0,True
INV001755,206.0,True
INV001756,,False
INV001757,121.0,True
INV001758,81.0,True
INV001759,91.0,True
INV001760,221.0,True
INV001761,,False
INV001762,108.0,True
INV001763,114.0,True
INV001764,122.0,True
INV001765,164.0,True
INV001766,166.0,True
INV001767,,False
INV001768,23.0,False
INV001769,166.0,True
INV001770,270.0,True
INV001771,131.0,True
INV001772,152.0,True
INV001773,130.0,True
INV001774,155.0,True
INV001775,65.0,True
INV001776,56.0,True
INV001777,117.0,True
INV001778,108.0,True
INV001779,170.0,True
INV001780,88.0,True
INV001781,153.0,True
INV001782,130.0,True
INV001783,183.0,True
INV001784,154.0,True
INV001785,383.0,True
INV001786,,False
INV001787,158.0,True
INV001788,93.0,True
INV001789,80.0,True
INV001790,169.0,True
INV001791,204.0,True
INV001792,126.0,True
INV001793,409.0,True
INV001794,113.0,True
INV001795,172.0,True
INV001796,182.0,True
INV001797,132.0,True
INV001798,118.0,True
INV001799,140.0,True
INV001800,94.0,True
INV001801,128.0,True
INV001802,98.0,True
INV001803,82.0,True
INV001804,90.0,True
INV001805,139.0,True
INV001806,123.0,True
INV001807,164.0,True
INV001808,306.0,True
INV001809,129.0,True
INV001810,99.0,True
INV001811,196.0,True
INV001812,,False
INV001813,191.0,True
INV001814,87.0,True
INV001815,229.0,True
INV001816,94.0,True
INV001817,236.0,True
INV001818,325.0,True
INV001819,189.0,True
INV001820,143.0,True
INV001821,228.0,True
INV001822,64.0,True
INV001823,109.0,True
INV001824,255.0,True
INV001825,102.0,True
INV001826,112.0,True
INV001827,234.0,True
INV001828,91.0,True
INV001829,170.0,True
INV001830,112.0,True
INV001831,178.0,True
INV001832,126.0,True
INV001833,163.0,True
INV001834,178.0,True
INV001835,168.0,True
INV001836,87.0,True
INV001837,74.0,True
INV001838,200.0,True
INV001839,343.0,True
INV001840,117.0,True
INV001841,112.0,True
INV001842,165.0,True
INV001843,139.0,True
INV001844,197.0,True
INV001845,159.0,True
INV001846,201.0,True
INV001847,146.0,True
INV001848,202.0,True
INV001849,169.0,True
INV001850,170.0,True
INV001851,180.0,True
INV001852,187.0,True
INV001853,68.0,True
INV001854,290.0,True
INV001855,159.0,True
INV001856,151.0,True
INV001857,138.0,True
INV001858,231.0,True
INV001859,182.0,True
INV001860,268.0,True
INV001861,112.0,True
INV001862,308.0,True
INV001863,323.0,True
INV001864,,False
INV001865,145.0,True
INV001866,88.0,True
INV001867,279.0,True
INV001868,181.0,True
INV001869,229.0,True
INV001870,164.0,True
INV001871,104.0,True
INV001872,246.0,True
INV001873,83.0,True
INV001874,166.0,True
INV001875,286.0,True
INV001876,129.0,True
INV001877,123.0,True
INV001878,281.0,True
INV001879,112.0,True
INV001880,99.0,True
INV001881,140.0,True
INV001882,156.0,True
INV001883,203.0,True
INV001884,,False
INV001885,128.0,True
INV001886,129.0,True
INV001887,157.0,True
INV001888,176.0,True
INV001889,,False
INV001890,207.0,True
INV001891,225.0,True
INV001892,207.0,True
INV001893,132.0,True
INV001894,62.0,True
INV001895,102.0,True
INV001896,145.0,True
INV001897,101.0,True
INV001898,,False
INV001899,154.0,True
INV001900,146.0,True
INV001901,268.0,True
INV001902,216.0,True
INV001903,101.0,True
INV001904,305.0,True
INV001905,185.0,True
INV001906,111.0,True
INV001907,,False
INV001908,141.0,True
INV001909,106.0,True
INV001910,206.0,True
INV001911,44.0,True
INV001912,123.0,True
INV001913,156.0,True
INV001914,89.0,True
INV001915,228.0,True
INV001916,118.0,True
INV001917,106.0,True
INV001918,185.0,True
INV001919,132.0,True
INV001920,66.0,True
INV001921,107.0,True
INV001922,231.0,True
INV001923,89.0,True
INV001924,132.0,True
INV001925,,False
INV001926,107.0,True
INV001927,59.0,True
INV001928,304.0,True
INV001929,152.0,True
INV001930,262.0,True
INV001931,,False
INV001932,249.0,True
INV001933,139.0,True
INV001934,303.0,True
INV001935,,False
INV001936,26.0,False
INV001937,152.0,True
INV001938,112.0,True
INV001939,63.0,True
INV001940,150.0,True
INV001941,268.0,True
INV001942,152.0,True
INV001943,171.0,True
INV001944,168.0,True
INV001945,103.0,True
INV001946,106.0,True
INV001947,,False
INV001948,250.0,True
INV001949,115.0,True
INV001950,99.0,True
INV001951,98.0,True
INV001952,284.0,True
INV001953,409.0,True
INV001954,187.0,True
INV001955,103.0,True
INV001956,160.0,True
INV001957,41.0,True
INV001958,253.0,True
INV001959,107.0,True
INV001960,185.0,True
INV001961,222.0,True
INV001962,177.0,True
INV001963,374.0,True
INV001964,,False
INV001965,152.0,True
INV001966,191.0,True
INV001967,92.0,True
INV001968,95.0,True
INV001969,120.0,True
INV001970,137.0,True
INV001971,87.0,True
INV001972,142.0,True
INV001973,,False
INV001974,86.0,True
INV001975,159.0,True
INV001976,112.0,True
INV001977,184.0,True
INV001978,112.0,True
INV001979,134.0,True
INV001980,389.0,True
INV001981,200.0,True
INV001982,161.0,True
INV001983,203.0,True
INV001984,,False
INV001985,192.0,True
INV001986,68.0,True
INV001987,144.0,True
INV001988,71.0,True
INV001989,94.0,True
INV001990,130.0,True
INV001991,49.0,True
INV001992,148.0,True
INV001993,87.0,True
INV001994,120.0,True
INV001995,94.0,True
INV001996,157.0,True
INV001997,168.0,True
INV001998,98.0,True
INV001999,78.0,True
INV002000,132.0,True
INV002001,141.0,True
INV002002,118.0,True
INV002003,69.0,True
INV002004,42.0,True
INV002005,91.0,True
INV002006,122.0,True
INV002007,213.0,True
INV002008,95.0,True
INV002009,,False
INV002010,112.0,True
INV002011,129.0,True
INV002012,144.0,True
INV002013,100.0,True
INV002014,101.0,True
INV002015,209.0,True
INV002016,142.0,True
INV002017,99.0,True
INV002018,104.0,True
INV002019,117.0,True
INV002020,200.0,True
INV002021,72.0,True
INV002022,89.0,True
INV002023,123.0,True
INV002024,37.0,True
INV002025,92.0,True
INV002026,161.0,True
INV002027,235.0,True
INV002028,222.0,True
INV002029,75.0,True
INV002030,251.0,True
INV002031,,False
INV002032,390.0,True
INV002033,112.0,True
INV002034,103.0,True
INV002035,94.0,True
INV002036,160.0,True
INV002037,173.0,True
INV002038,116.0,True
INV002039,102.0,True
INV002040,111.0,True
INV002041,95.0,True
INV002042,198.0,True
INV002043,157.0,True
INV002044,118.0,True
INV002045,165.0,True
INV002046,363.0,True
INV002047,161.0,True
INV002048,,False
INV002049,174.0,True
INV002050,151.0,True
INV002051,153.0,True
INV002052,82.0,True
INV002053,21.0,False
INV002054,127.0,True
INV002055,239.0,True
INV002056,205.0,True
INV002057,62.0,True
INV002058,143.0,True
INV002059,268.0,True
INV002060,197.0,True
INV002061,205.0,True
INV002062,74.0,True
INV002063,54.0,True
INV002064,178.0,True
INV002065,270.0,True
INV002066,130.0,True
INV002067,130.0,True
INV002068,221.0,True
INV002069,86.0,True
INV002070,118.0,True
INV002071,306.0,True
INV002072,266.0,True
INV002073,223.0,True
INV002074,104.0,True
INV002075,126.0,True
INV002076,,False
INV002077,192.0,True
INV002078,54.0,True
INV002079,122.0,True
INV002080,95.0,True
INV002081,107.0,True
INV002082,125.0,True
INV002083,193.0,True
INV002084,,False
INV002085,191.0,True
INV002086,,False
INV002087,126.0,True
INV002088,182.0,True
INV002089,145.0,True
INV002090,144.0,True
INV002091,,False
INV002092,81.0,True
INV002093,82.0,True
INV002094,220.0,True
INV002095,96.0,True
INV002096,202.0,True
INV002097,41.0,True
INV002098,131.0,True
INV002099,268.0,True
INV002100,119.0,True
INV002101,120.0,True
INV002102,130.0,True
INV002103,43.0,True
INV002104,135.0,True
INV002105,,False
INV002106,170.0,True
INV002107,249.0,True
INV002108,317.0,True
INV002109,79.0,True
INV002110,121.0,True
INV002111,101.0,True
INV002112,147.0,True
INV002113,201.0,True
INV002114,162.0,True
INV002115,106.0,True
INV002116,53.0,True
INV002117,208.0,True
INV002118,57.0,True
INV002119,195.0,True
INV002120,173.0,True
INV002121,88.0,True
INV002122,97.0,True
INV002123,97.0,True
INV002124,169.0,True
INV002125,88.0,True
INV002126,153.0,True
INV002127,92.0,True
INV002128,170.0,True
INV002129,156.0,True
INV002130,94.0,True
INV002131,129.0,True
INV002132,33.0,False
INV002133,272.0,True
INV002134,102.0,True
INV002135,139.0,True
INV002136,183.0,True
INV002137,125.0,True
INV002138,177.0,True
INV002139,170.0,True
INV002140,187.0,True
INV002141,84.0,True
INV002142,162.0,True
INV002143,148.0,True
INV002144,127.0,True
INV002145,134.0,True
INV002146,175.0,True
INV002147,347.0,True
INV002148,268.0,True
INV002149,215.0,True
INV002150,216.0,True
INV002151,201.0,True
INV002152,126.0,True
INV002153,133.0,True
INV002154,175.0,True
INV002155,140.0,True
INV002156,174.0,True
INV002157,86.0,True
INV002158,142.0,True
INV002159,104.0,True
INV002160,64.0,True
INV002161,264.0,True
INV002162,198.0,True
INV002163,306.0,True
INV002164,89.0,True
INV002165,156.0,True
INV002166,248.0,True
INV002167,77.0,True
INV002168,343.0,True
INV002169,193.0,True
INV002170,150.0,True
INV002171,150.0,True
INV002172,205.0,True
INV002173,148.0,True
INV002174,143.0,True
INV002175,92.0,True
INV002176,185.0,True
INV002177,141.0,True
INV002178,236.0,True
INV002179,171.0,True
INV002180,175.0,True
INV002181,164.0,True
INV002182,146.0,True
INV002183,146.0,True
INV002184,167.0,True
INV002185,92.0,True
INV002186,112.0,True
INV002187,122.0,True
INV002188,85.0,True
INV002189,153.0,True
INV002190,121.0,True
INV002191,282.0,True
INV002192,95.0,True
INV002193,142.0,True
INV002194,,False
INV002195,154.0,True
INV002196,115.0,True
INV002197,272.0,True
INV002198,90.0,True
INV002199,83.0,True
INV002200,291.0,True
INV002201,136.0,True
INV002202,143.0,True
INV002203,128.0,True
INV002204,215.0,True
INV002205,243.0,True
INV002206,107.0,True
INV002207,252.0,True
INV002208,129.0,True
INV002209,271.0,True
INV002210,,False
INV002211,109.0,True
INV002212,158.0,True
INV002213,121.0,True
INV002214,82.0,True
INV002215,122.0,True
INV002216,128.0,True
INV002217,151.0,True
INV002218,147.0,True
INV002219,142.0,True
INV002220,67.0,True
INV002221,214.0,True
INV002222,222.0,True
INV002223,259.0,True
INV002224,299.0,True
INV002225,148.0,True
INV002226,65.0,True
INV002227,96.0,True
INV002228,86.0,True
INV002229,101.0,True
INV002230,114.0,True
INV002231,,False
INV002232,174.0,True
INV002233,,False
INV002234,96.0,True
INV002235,137.0,True
INV002236,119.0,True
INV002237,142.0,True
INV002238,161.0,True
INV002239,131.0,True
INV002240,118.0,True
INV002241,124.0,True
INV002242,227.0,True
INV002243,389.0,True
INV002244,129.0,True
INV002245,146.0,True
INV002246,91.0,True
INV002247,33.0,False
INV002248,73.0,True
INV002249,109.0,True
INV002250,114.0,True
INV002251,114.0,True
INV002252,89.0,True
INV002253,124.0,True
INV002254,,False
INV002255,148.0,True
INV002256,115.0,True
INV002257,273.0,True
INV002258,165.0,True
INV002259,124.0,True
INV002260,129.0,True
INV002261,147.0,True
INV002262,58.0,True
INV002263,,False
INV002264,197.0,True
INV002265,119.0,True
INV002266,276.0,True
INV002267,149.0,True
INV002268,15.0,False
INV002269,380.0,True
INV002270,105.0,True
INV002271,102.0,True
INV002272,196.0,True
INV002273,137.0,True
INV002274,125.0,True
INV002275,77.0,True
INV002276,85.0,True
INV002277,96.0,True
INV002278,402.0,True
INV002279,92.0,True
INV002280,182.0,True
INV002281,162.0,True
INV002282,102.0,True
INV002283,162.0,True
INV002284,87.0,True
INV002285,12.0,False
INV002286,202.0,True
INV002287,193.0,True
INV002288,97.0,True
INV002289,10.0,False
INV002290,97.0,True
INV002291,148.0,True
INV002292,126.0,True
INV002293,65.0,True
INV002294,163.0,True
INV002295,126.0,True
INV002296,242.0,True
INV002297,255.0,True
INV002298,165.0,True
INV002299,122.0,True
INV002300,216.0,True
INV002301,335.0,True
INV002302,93.0,True
INV002303,,False
INV002304,57.0,True
INV002305,12.0,False
INV002306,270.0,True
INV002307,127.0,True
INV002308,74.0,True
INV002309,0.0,False
INV002310,97.0,True
INV002311,105.0,True
INV002312,228.0,True
INV002313,,False
INV002314,181.0,True
INV002315,163.0,True
INV002316,295.0,True
INV002317,22.0,False
INV002318,283.0,True
INV002319,123.0,True
INV002320,85.0,True
INV002321,,False
INV002322,100.0,True
INV002323,161.0,True
INV002324,96.0,True
INV002325,112.0,True
INV002326,156.0,True
INV002327,96.0,True
INV002328,98.0,True
INV002329,88.0,True
INV002330,48.0,True
INV002331,238.0,True
INV002332,170.0,True
INV002333,173.0,True
INV002334,194.0,True
INV002335,151.0,True
INV002336,,False
INV002337,46.0,True
INV002338,178.0,True
INV002339,124.0,True
INV002340,18.0,False
INV002341,80.0,True
INV002342,174.0,True
INV002343,90.0,True
INV002344,166.0,True
INV002345,151.0,True
INV002346,146.0,True
INV002347,79.0,True
INV002348,120.0,True
INV002349,77.0,True
INV002350,132.0,True
INV002351,117.0,True
INV002352,123.0,True
INV002353,124.0,True
INV002354,,False
INV002355,267.0,True
INV002356,21.0,False
INV002357,139.0,True
INV002358,209.0,True
INV002359,,False
INV002360,91.0,True
INV002361,166.0,True
INV002362,,False
INV002363,126.0,True
INV002364,106.0,True
INV002365,127.0,True
INV002366,242.0,True
INV002367,134.0,True
INV002368,141.0,True
INV002369,111.0,True
INV002370,225.0,True
INV002371,86.0,True
INV002372,121.0,True
INV002373,111.0,True
INV002374,99.0,True
INV002375,103.0,True
INV002376,14.0,False
INV002377,164.0,True
INV002378,108.0,True
INV002379,173.0,True
INV002380,195.0,True
INV002381,125.0,True
INV002382,77.0,True
INV002383,145.0,True
INV002384,86.0,True
INV002385,41.0,True
INV002386,,False
INV002387,174.0,True
INV002388,155.0,True
INV002389,126.0,True
INV002390,193.0,True
INV002391,74.0,True
INV002392,122.0,True
INV002393,171.0,True
INV002394,126.0,True
INV002395,225.0,True
INV002396,200.0,True
INV002397,129.0,True
INV002398,,False
INV002399,125.0,True
INV002400,141.0,True
INV002401,125.0,True
INV002402,136.0,True
INV002403,244.0,True
INV002404,91.0,True
INV002405,158.0,True
INV002406,58.0,True
INV002407,152.0,True
INV002408,107.0,True
INV002409,119.0,True
INV002410,,False
INV002411,303.0,True
INV002412,115.0,True
INV002413,189.0,True
INV002414,348.0,True
INV002415,110.0,True
INV002416,192.0,True
INV002417,190.0,True
INV002418,119.0,True
INV002419,181.0,True
INV002420,109.0,True
INV002421,51.0,True
INV002422,139.0,True
INV002423,168.0,True
INV002424,109.0,True
INV002425,97.0,True
INV002426,148.0,True
INV002427,70.0,True
INV002428,291.0,True
INV002429,125.0,True
INV002430,139.0,True
INV002431,96.0,True
INV002432,289.0,True
INV002433,,False
INV002434,133.0,True
INV002435,122.0,True
INV002436,216.0,True
INV002437,140.0,True
INV002438,218.0,True
INV002439,30.0,False
INV002440,135.0,True
INV002441,150.0,True
INV002442,89.0,True
INV002443,,False
INV002444,104.0,True
INV002445,113.0,True
INV002446,152.0,True
INV002447,327.0,True
INV002448,84.0,True
INV002449,148.0,True
INV002450,154.0,True
INV002451,272.0,True
INV002452,99.0,True
INV002453,87.0,True
INV002454,121.0,True
INV002455,,False
INV002456,448.0,True
INV002457,300.0,True
INV002458,95.0,True
INV002459,91.0,True
INV002460,238.0,True
INV002461,156.0,True
INV002462,,False
INV002463,232.0,True
INV002464,97.0,True
INV002465,286.0,True
INV002466,108.0,True
INV002467,111.0,True
INV002468,117.0,True
INV002469,121.0,True
INV002470,,False
INV002471,98.0,True
INV002472,113.0,True
INV002473,320.0,True
INV002474,,False
INV002475,119.0,True
INV002476,104.0,True
INV002477,58.0,True
INV002478,71.0,True
INV002479,260.0,True
INV002480,,False
INV002481,208.0,True
INV002482,,False
INV002483,180.0,True
INV002484,112.0,True
INV002485,74.0,True
INV002486,129.0,True
INV002487,87.0,True
INV002488,111.0,True
INV002489,144.0,True
INV002490,125.0,True
INV002491,195.0,True
INV002492,,False
INV002493,276.0,True
INV002494,340.0,True
INV002495,174.0,True
INV002496,85.0,True
INV002497,146.0,True
INV002498,271.0,True
INV002499,101.0,True
INV002500,130.0,True
INV002501,,False
INV002502,222.0,True
INV002503,140.0,True
INV002504,188.0,True
INV002505,171.0,True
INV002506,81.0,True
INV002507,159.0,True
INV002508,171.0,True
INV002509,74.0,True
INV002510,121.0,True
INV002511,302.0,True
INV002512,174.0,True
INV002513,99.0,True
INV002514,347.0,True
INV002515,222.0,True
INV002516,77.0,True
INV002517,,False
INV002518,128.0,True
INV002519,,False
INV002520,118.0,True
INV002521,126.0,True
INV002522,,False
INV002523,133.0,True
INV002524,232.0,True
INV002525,212.0,True
INV002526,136.0,True
INV002527,72.0,True
INV002528,241.0,True
INV002529,202.0,True
INV002530,175.0,True
INV002531,135.0,True
INV002532,223.0,True
INV002533,134.0,True
INV002534,221.0,True
INV002535,78.0,True
INV002536,198.0,True
INV002537,,False
INV002538,250.0,True
INV002539,65.0,True
INV002540,173.0,True
INV002541,151.0,True
INV002542,84.0,True
INV002543,92.0,True
INV002544,,False
INV002545,298.0,True
INV002546,88.0,True
INV002547,104.0,True
INV002548,226.0,True
INV002549,186.0,True
INV002550,131.0,True
INV002551,164.0,True
INV002552,85.0,True
INV002553,92.0,True
INV002554,182.0,True
INV002555,117.0,True
INV002556,134.0,True
INV002557,264.0,True
INV002558,96.0,True
INV002559,99.0,True
INV002560,127.0,True
INV002561,82.0,True
INV002562,,False
INV002563,124.0,True
INV002564,110.0,True
INV002565,172.0,True
INV002566,127.0,True
INV002567,107.0,True
INV002568,144.0,True
INV002569,19.0,False
INV002570,150.0,True
INV002571,165.0,True
INV002572,108.0,True
INV002573,,False
INV002574,139.0,True
INV002575,128.0,True
INV002576,160.0,True
INV002577,78.0,True
INV002578,172.0,True
INV002579,71.0,True
INV002580,65.0,True
INV002581,,False
INV002582,93.0,True
INV002583,118.0,True
INV002584,205.0,True
INV002585,74.0,True
INV002586,168.0,True
INV002587,271.0,True
INV002588,123.0,True
INV002589,,False
INV002590,125.0,True
INV002591,91.0,True
INV002592,222.0,True
INV002593,210.0,True
INV002594,165.0,True
INV002595,140.0,True
INV002596,325.0,True
